utt_id,path,label,speaker_id,source_id,content_type
YEM_AD_F001_031,YEM_AD/YEM_AD_F001/YEM_AD_F001_031.wav,YEM_AD,YEM_AD_F001,AD_alhakbah,series
YEM_AD_F001_032,YEM_AD/YEM_AD_F001/YEM_AD_F001_032.wav,YEM_AD,YEM_AD_F001,AD_alhakbah,series
YEM_AD_F001_033,YEM_AD/YEM_AD_F001/YEM_AD_F001_033.wav,YEM_AD,YEM_AD_F001,AD_alhakbah,series
YEM_AD_F001_034,YEM_AD/YEM_AD_F001/YEM_AD_F001_034.wav,YEM_AD,YEM_AD_F001,AD_alhakbah,series
YEM_AD_F001_035,YEM_AD/YEM_AD_F001/YEM_AD_F001_035.wav,YEM_AD,YEM_AD_F001,AD_alhakbah,series
YEM_AD_F001_036,YEM_AD/YEM_AD_F001/YEM_AD_F001_036.wav,YEM_AD,YEM_AD_F001,AD_alhakbah,series
YEM_AD_F001_037,YEM_AD/YEM_AD_F001/YEM_AD_F001_037.wav,YEM_AD,YEM_AD_F001,AD_alhakbah,series
YEM_AD_F001_038,YEM_AD/YEM_AD_F001/YEM_AD_F001_038.wav,YEM_AD,YEM_AD_F001,AD_alhakbah,series
YEM_AD_F001_039,YEM_AD/YEM_AD_F001/YEM_AD_F001_039.wav,YEM_AD,YEM_AD_F001,AD_alhakbah,series
YEM_AD_F001_040,YEM_AD/YEM_AD_F001/YEM_AD_F001_040.wav,YEM_AD,YEM_AD_F001,AD_alhakbah,series
YEM_AD_F001_041,YEM_AD/YEM_AD_F001/YEM_AD_F001_041.wav,YEM_AD,YEM_AD_F001,AD_alhakbah,series
YEM_AD_F001_042,YEM_AD/YEM_AD_F001/YEM_AD_F001_042.wav,YEM_AD,YEM_AD_F001,AD_alhakbah,series
YEM_AD_F001_043,YEM_AD/YEM_AD_F001/YEM_AD_F001_043.wav,YEM_AD,YEM_AD_F001,AD_alhakbah,series
YEM_AD_F001_044,YEM_AD/YEM_AD_F001/YEM_AD_F001_044.wav,YEM_AD,YEM_AD_F001,AD_alhakbah,series
YEM_AD_F001_045,YEM_AD/YEM_AD_F001/YEM_AD_F001_045.wav,YEM_AD,YEM_AD_F001,AD_alhakbah,series
YEM_AD_F001_046,YEM_AD/YEM_AD_F001/YEM_AD_F001_046.wav,YEM_AD,YEM_AD_F001,AD_alhakbah,series
YEM_AD_F001_047,YEM_AD/YEM_AD_F001/YEM_AD_F001_047.wav,YEM_AD,YEM_AD_F001,AD_alhakbah,series
YEM_AD_F001_048,YEM_AD/YEM_AD_F001/YEM_AD_F001_048.wav,YEM_AD,YEM_AD_F001,AD_alhakbah,series
YEM_AD_F001_049,YEM_AD/YEM_AD_F001/YEM_AD_F001_049.wav,YEM_AD,YEM_AD_F001,AD_alhakbah,series
YEM_AD_F001_050,YEM_AD/YEM_AD_F001/YEM_AD_F001_050.wav,YEM_AD,YEM_AD_F001,AD_alhakbah,series
YEM_AD_F002_001,YEM_AD/YEM_AD_F002/YEM_AD_F002_001.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_002,YEM_AD/YEM_AD_F002/YEM_AD_F002_002.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_003,YEM_AD/YEM_AD_F002/YEM_AD_F002_003.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_004,YEM_AD/YEM_AD_F002/YEM_AD_F002_004.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_005,YEM_AD/YEM_AD_F002/YEM_AD_F002_005.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_006,YEM_AD/YEM_AD_F002/YEM_AD_F002_006.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_007,YEM_AD/YEM_AD_F002/YEM_AD_F002_007.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_008,YEM_AD/YEM_AD_F002/YEM_AD_F002_008.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_009,YEM_AD/YEM_AD_F002/YEM_AD_F002_009.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_010,YEM_AD/YEM_AD_F002/YEM_AD_F002_010.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_011,YEM_AD/YEM_AD_F002/YEM_AD_F002_011.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_012,YEM_AD/YEM_AD_F002/YEM_AD_F002_012.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_013,YEM_AD/YEM_AD_F002/YEM_AD_F002_013.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_014,YEM_AD/YEM_AD_F002/YEM_AD_F002_014.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_015,YEM_AD/YEM_AD_F002/YEM_AD_F002_015.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_016,YEM_AD/YEM_AD_F002/YEM_AD_F002_016.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_017,YEM_AD/YEM_AD_F002/YEM_AD_F002_017.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_018,YEM_AD/YEM_AD_F002/YEM_AD_F002_018.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_019,YEM_AD/YEM_AD_F002/YEM_AD_F002_019.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_020,YEM_AD/YEM_AD_F002/YEM_AD_F002_020.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_021,YEM_AD/YEM_AD_F002/YEM_AD_F002_021.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_022,YEM_AD/YEM_AD_F002/YEM_AD_F002_022.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_023,YEM_AD/YEM_AD_F002/YEM_AD_F002_023.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_024,YEM_AD/YEM_AD_F002/YEM_AD_F002_024.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_025,YEM_AD/YEM_AD_F002/YEM_AD_F002_025.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_026,YEM_AD/YEM_AD_F002/YEM_AD_F002_026.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_027,YEM_AD/YEM_AD_F002/YEM_AD_F002_027.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_028,YEM_AD/YEM_AD_F002/YEM_AD_F002_028.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_029,YEM_AD/YEM_AD_F002/YEM_AD_F002_029.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_030,YEM_AD/YEM_AD_F002/YEM_AD_F002_030.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_031,YEM_AD/YEM_AD_F002/YEM_AD_F002_031.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_032,YEM_AD/YEM_AD_F002/YEM_AD_F002_032.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_033,YEM_AD/YEM_AD_F002/YEM_AD_F002_033.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_034,YEM_AD/YEM_AD_F002/YEM_AD_F002_034.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_035,YEM_AD/YEM_AD_F002/YEM_AD_F002_035.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_036,YEM_AD/YEM_AD_F002/YEM_AD_F002_036.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_037,YEM_AD/YEM_AD_F002/YEM_AD_F002_037.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_038,YEM_AD/YEM_AD_F002/YEM_AD_F002_038.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_039,YEM_AD/YEM_AD_F002/YEM_AD_F002_039.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_040,YEM_AD/YEM_AD_F002/YEM_AD_F002_040.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_041,YEM_AD/YEM_AD_F002/YEM_AD_F002_041.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_042,YEM_AD/YEM_AD_F002/YEM_AD_F002_042.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_043,YEM_AD/YEM_AD_F002/YEM_AD_F002_043.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_044,YEM_AD/YEM_AD_F002/YEM_AD_F002_044.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_045,YEM_AD/YEM_AD_F002/YEM_AD_F002_045.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_046,YEM_AD/YEM_AD_F002/YEM_AD_F002_046.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_047,YEM_AD/YEM_AD_F002/YEM_AD_F002_047.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_048,YEM_AD/YEM_AD_F002/YEM_AD_F002_048.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_049,YEM_AD/YEM_AD_F002/YEM_AD_F002_049.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F002_050,YEM_AD/YEM_AD_F002/YEM_AD_F002_050.wav,YEM_AD,YEM_AD_F002,AD_aish_safari,series
YEM_AD_F003_001,YEM_AD/YEM_AD_F003/YEM_AD_F003_001.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_002,YEM_AD/YEM_AD_F003/YEM_AD_F003_002.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_003,YEM_AD/YEM_AD_F003/YEM_AD_F003_003.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_004,YEM_AD/YEM_AD_F003/YEM_AD_F003_004.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_005,YEM_AD/YEM_AD_F003/YEM_AD_F003_005.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_006,YEM_AD/YEM_AD_F003/YEM_AD_F003_006.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_007,YEM_AD/YEM_AD_F003/YEM_AD_F003_007.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_008,YEM_AD/YEM_AD_F003/YEM_AD_F003_008.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_009,YEM_AD/YEM_AD_F003/YEM_AD_F003_009.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_010,YEM_AD/YEM_AD_F003/YEM_AD_F003_010.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_011,YEM_AD/YEM_AD_F003/YEM_AD_F003_011.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_012,YEM_AD/YEM_AD_F003/YEM_AD_F003_012.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_013,YEM_AD/YEM_AD_F003/YEM_AD_F003_013.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_014,YEM_AD/YEM_AD_F003/YEM_AD_F003_014.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_015,YEM_AD/YEM_AD_F003/YEM_AD_F003_015.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_016,YEM_AD/YEM_AD_F003/YEM_AD_F003_016.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_017,YEM_AD/YEM_AD_F003/YEM_AD_F003_017.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_018,YEM_AD/YEM_AD_F003/YEM_AD_F003_018.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_019,YEM_AD/YEM_AD_F003/YEM_AD_F003_019.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_020,YEM_AD/YEM_AD_F003/YEM_AD_F003_020.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_021,YEM_AD/YEM_AD_F003/YEM_AD_F003_021.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_022,YEM_AD/YEM_AD_F003/YEM_AD_F003_022.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_023,YEM_AD/YEM_AD_F003/YEM_AD_F003_023.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_024,YEM_AD/YEM_AD_F003/YEM_AD_F003_024.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_025,YEM_AD/YEM_AD_F003/YEM_AD_F003_025.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_026,YEM_AD/YEM_AD_F003/YEM_AD_F003_026.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_027,YEM_AD/YEM_AD_F003/YEM_AD_F003_027.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_028,YEM_AD/YEM_AD_F003/YEM_AD_F003_028.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_029,YEM_AD/YEM_AD_F003/YEM_AD_F003_029.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_030,YEM_AD/YEM_AD_F003/YEM_AD_F003_030.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_031,YEM_AD/YEM_AD_F003/YEM_AD_F003_031.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_032,YEM_AD/YEM_AD_F003/YEM_AD_F003_032.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_033,YEM_AD/YEM_AD_F003/YEM_AD_F003_033.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_034,YEM_AD/YEM_AD_F003/YEM_AD_F003_034.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_035,YEM_AD/YEM_AD_F003/YEM_AD_F003_035.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_036,YEM_AD/YEM_AD_F003/YEM_AD_F003_036.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_037,YEM_AD/YEM_AD_F003/YEM_AD_F003_037.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_038,YEM_AD/YEM_AD_F003/YEM_AD_F003_038.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_039,YEM_AD/YEM_AD_F003/YEM_AD_F003_039.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_040,YEM_AD/YEM_AD_F003/YEM_AD_F003_040.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_041,YEM_AD/YEM_AD_F003/YEM_AD_F003_041.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_042,YEM_AD/YEM_AD_F003/YEM_AD_F003_042.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_043,YEM_AD/YEM_AD_F003/YEM_AD_F003_043.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_044,YEM_AD/YEM_AD_F003/YEM_AD_F003_044.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_045,YEM_AD/YEM_AD_F003/YEM_AD_F003_045.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_046,YEM_AD/YEM_AD_F003/YEM_AD_F003_046.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_047,YEM_AD/YEM_AD_F003/YEM_AD_F003_047.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_048,YEM_AD/YEM_AD_F003/YEM_AD_F003_048.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_049,YEM_AD/YEM_AD_F003/YEM_AD_F003_049.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F003_050,YEM_AD/YEM_AD_F003/YEM_AD_F003_050.wav,YEM_AD,YEM_AD_F003,AD_alhakbah,series
YEM_AD_F004_001,YEM_AD/YEM_AD_F004/YEM_AD_F004_001.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_002,YEM_AD/YEM_AD_F004/YEM_AD_F004_002.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_003,YEM_AD/YEM_AD_F004/YEM_AD_F004_003.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_004,YEM_AD/YEM_AD_F004/YEM_AD_F004_004.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_005,YEM_AD/YEM_AD_F004/YEM_AD_F004_005.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_006,YEM_AD/YEM_AD_F004/YEM_AD_F004_006.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_007,YEM_AD/YEM_AD_F004/YEM_AD_F004_007.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_008,YEM_AD/YEM_AD_F004/YEM_AD_F004_008.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_009,YEM_AD/YEM_AD_F004/YEM_AD_F004_009.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_010,YEM_AD/YEM_AD_F004/YEM_AD_F004_010.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_011,YEM_AD/YEM_AD_F004/YEM_AD_F004_011.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_012,YEM_AD/YEM_AD_F004/YEM_AD_F004_012.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_013,YEM_AD/YEM_AD_F004/YEM_AD_F004_013.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_014,YEM_AD/YEM_AD_F004/YEM_AD_F004_014.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_015,YEM_AD/YEM_AD_F004/YEM_AD_F004_015.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_016,YEM_AD/YEM_AD_F004/YEM_AD_F004_016.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_017,YEM_AD/YEM_AD_F004/YEM_AD_F004_017.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_018,YEM_AD/YEM_AD_F004/YEM_AD_F004_018.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_019,YEM_AD/YEM_AD_F004/YEM_AD_F004_019.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_020,YEM_AD/YEM_AD_F004/YEM_AD_F004_020.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_021,YEM_AD/YEM_AD_F004/YEM_AD_F004_021.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_022,YEM_AD/YEM_AD_F004/YEM_AD_F004_022.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_023,YEM_AD/YEM_AD_F004/YEM_AD_F004_023.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_024,YEM_AD/YEM_AD_F004/YEM_AD_F004_024.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_025,YEM_AD/YEM_AD_F004/YEM_AD_F004_025.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_026,YEM_AD/YEM_AD_F004/YEM_AD_F004_026.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_027,YEM_AD/YEM_AD_F004/YEM_AD_F004_027.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_028,YEM_AD/YEM_AD_F004/YEM_AD_F004_028.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_029,YEM_AD/YEM_AD_F004/YEM_AD_F004_029.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_030,YEM_AD/YEM_AD_F004/YEM_AD_F004_030.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_031,YEM_AD/YEM_AD_F004/YEM_AD_F004_031.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_032,YEM_AD/YEM_AD_F004/YEM_AD_F004_032.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_033,YEM_AD/YEM_AD_F004/YEM_AD_F004_033.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_034,YEM_AD/YEM_AD_F004/YEM_AD_F004_034.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_035,YEM_AD/YEM_AD_F004/YEM_AD_F004_035.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_036,YEM_AD/YEM_AD_F004/YEM_AD_F004_036.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_037,YEM_AD/YEM_AD_F004/YEM_AD_F004_037.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_038,YEM_AD/YEM_AD_F004/YEM_AD_F004_038.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_039,YEM_AD/YEM_AD_F004/YEM_AD_F004_039.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_040,YEM_AD/YEM_AD_F004/YEM_AD_F004_040.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_041,YEM_AD/YEM_AD_F004/YEM_AD_F004_041.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_042,YEM_AD/YEM_AD_F004/YEM_AD_F004_042.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
YEM_AD_F004_043,YEM_AD/YEM_AD_F004/YEM_AD_F004_043.wav,YEM_AD,YEM_AD_F004,AD_alhakbah,series
