utt_id,path,label,speaker_id,source_id,content_type,environment
1017811_943cc106,Audio/1017811/phase1/1017811_943cc106.wav,Beijing,1017811,Langfang,read,unknown
1027677_47da021c,Audio/1027677/phase1/1027677_47da021c.wav,Beijing,1027677,Langfang,read,unknown
1001544_49f333d2,Audio/1001544/phase1/1001544_49f333d2.wav,Beijing,1001544,Langfang,read,unknown
1023350_b4e9ca2c,Audio/1023350/phase1/1023350_b4e9ca2c.wav,Beijing,1023350,Langfang,read,unknown
1023060_d3130e53,Audio/1023060/phase1/1023060_d3130e53.wav,Beijing,1023060,Langfang,read,unknown
1028734_d7f43251,Audio/1028734/phase1/1028734_d7f43251.wav,Beijing,1028734,Langfang,read,unknown
1026297_07cb1f84,Audio/1026297/phase1/1026297_07cb1f84.wav,Beijing,1026297,Langfang,read,unknown
1002693_a262823c,Audio/1002693/phase1/1002693_a262823c.wav,Beijing,1002693,Langfang,read,unknown
1016314_30dc56a5,Audio/1016314/phase1/1016314_30dc56a5.wav,Beijing,1016314,Langfang,read,unknown
1019529_0a7822b2,Audio/1019529/phase1/1019529_0a7822b2.wav,Beijing,1019529,Langfang,read,unknown
1020998_7b56cbe6,Audio/1020998/phase1/1020998_7b56cbe6.wav,Beijing,1020998,Langfang,read,unknown
1027677_65d2f58c,Audio/1027677/phase1/1027677_65d2f58c.wav,Beijing,1027677,Langfang,read,unknown
1023401_b1da6d62,Audio/1023401/phase1/1023401_b1da6d62.wav,Beijing,1023401,Langfang,read,unknown
1001352_9d656303,Audio/1001352/phase1/1001352_9d656303.wav,Beijing,1001352,Langfang,read,unknown
1005515_192fbe3f,Audio/1005515/phase1/1005515_192fbe3f.wav,Beijing,1005515,Langfang,read,unknown
1005929_3bc2014e,Audio/1005929/phase1/1005929_3bc2014e.wav,Beijing,1005929,Langfang,read,unknown
1009699_5cbcd0dc,Audio/1009699/phase1/1009699_5cbcd0dc.wav,Beijing,1009699,Langfang,read,unknown
1011436_7e4a60b1,Audio/1011436/phase1/1011436_7e4a60b1.wav,Beijing,1011436,Langfang,read,unknown
1018928_75c15d86,Audio/1018928/phase1/1018928_75c15d86.wav,Beijing,1018928,Langfang,read,unknown
1016533_eba3e68e,Audio/1016533/phase1/1016533_eba3e68e.wav,Beijing,1016533,Langfang,read,unknown
1027677_09793bbd,Audio/1027677/phase1/1027677_09793bbd.wav,Beijing,1027677,Langfang,read,unknown
1004326_ee2d7568,Audio/1004326/phase1/1004326_ee2d7568.wav,Beijing,1004326,Langfang,read,unknown
1013085_29b8088f,Audio/1013085/phase1/1013085_29b8088f.wav,Beijing,1013085,Langfang,read,unknown
1013085_4b2bf753,Audio/1013085/phase1/1013085_4b2bf753.wav,Beijing,1013085,Langfang,read,unknown
1023401_7da4abee,Audio/1023401/phase1/1023401_7da4abee.wav,Beijing,1023401,Langfang,read,unknown
1020998_80c8b561,Audio/1020998/phase1/1020998_80c8b561.wav,Beijing,1020998,Langfang,read,unknown
1013481_2ec8da57,Audio/1013481/phase1/1013481_2ec8da57.wav,Beijing,1013481,Langfang,read,unknown
1014825_176d05c5,Audio/1014825/phase1/1014825_176d05c5.wav,Beijing,1014825,Langfang,read,unknown
1010287_769fcdad,Audio/1010287/phase1/1010287_769fcdad.wav,Beijing,1010287,Langfang,read,unknown
1006748_b2ca2160,Audio/1006748/phase1/1006748_b2ca2160.wav,Beijing,1006748,Langfang,read,unknown
1023498_4eed390f,Audio/1023498/phase1/1023498_4eed390f.wav,Beijing,1023498,Langfang,read,unknown
1024744_0f5695cb,Audio/1024744/phase1/1024744_0f5695cb.wav,Beijing,1024744,Langfang,read,unknown
1019529_8a32e522,Audio/1019529/phase1/1019529_8a32e522.wav,Beijing,1019529,Langfang,read,unknown
1020128_3f44133f,Audio/1020128/phase1/1020128_3f44133f.wav,Beijing,1020128,Langfang,read,unknown
1008867_fbf7f7b2,Audio/1008867/phase1/1008867_fbf7f7b2.wav,Beijing,1008867,Langfang,read,unknown
1023855_cf7179ea,Audio/1023855/phase1/1023855_cf7179ea.wav,Beijing,1023855,Langfang,read,unknown
1006748_085a6445,Audio/1006748/phase1/1006748_085a6445.wav,Beijing,1006748,Langfang,read,unknown
1023855_fb338fdd,Audio/1023855/phase1/1023855_fb338fdd.wav,Beijing,1023855,Langfang,read,unknown
1007195_9f653571,Audio/1007195/phase1/1007195_9f653571.wav,Beijing,1007195,Langfang,read,unknown
1009777_ace00dc2,Audio/1009777/phase1/1009777_ace00dc2.wav,Beijing,1009777,Langfang,read,unknown
1011208_3e44355d,Audio/1011208/phase1/1011208_3e44355d.wav,Beijing,1011208,Langfang,read,unknown
1001544_12cf0a54,Audio/1001544/phase1/1001544_12cf0a54.wav,Beijing,1001544,Langfang,read,unknown
1017378_57f77bc2,Audio/1017378/phase1/1017378_57f77bc2.wav,Beijing,1017378,Langfang,read,unknown
1020216_de2984aa,Audio/1020216/phase1/1020216_de2984aa.wav,Beijing,1020216,Langfang,read,unknown
1017378_3337cc12,Audio/1017378/phase1/1017378_3337cc12.wav,Beijing,1017378,Langfang,read,unknown
1022762_11ce935b,Audio/1022762/phase1/1022762_11ce935b.wav,Beijing,1022762,Langfang,read,unknown
1025894_ecc72017,Audio/1025894/phase1/1025894_ecc72017.wav,Beijing,1025894,Langfang,read,unknown
1004401_298df6e5,Audio/1004401/phase1/1004401_298df6e5.wav,Beijing,1004401,Langfang,read,unknown
1000095_0c9b44c6,Audio/1000095/phase1/1000095_0c9b44c6.wav,Beijing,1000095,Langfang,read,unknown
1014049_c2c993b1,Audio/1014049/phase1/1014049_c2c993b1.wav,Beijing,1014049,Langfang,read,unknown
1009777_9a863f1d,Audio/1009777/phase1/1009777_9a863f1d.wav,Beijing,1009777,Langfang,read,unknown
1006898_61feaa52,Audio/1006898/phase1/1006898_61feaa52.wav,Beijing,1006898,Langfang,read,unknown
1020349_dd589414,Audio/1020349/phase1/1020349_dd589414.wav,Beijing,1020349,Langfang,read,unknown
1010323_5ffb5e4f,Audio/1010323/phase1/1010323_5ffb5e4f.wav,Beijing,1010323,Langfang,read,unknown
1023044_3a0351f5,Audio/1023044/phase1/1023044_3a0351f5.wav,Beijing,1023044,Langfang,read,unknown
1024912_87d17f07,Audio/1024912/phase1/1024912_87d17f07.wav,Beijing,1024912,Langfang,read,unknown
1010287_285f285e,Audio/1010287/phase1/1010287_285f285e.wav,Beijing,1010287,Langfang,read,unknown
1001314_4081a251,Audio/1001314/phase1/1001314_4081a251.wav,Beijing,1001314,Langfang,read,unknown
1021931_66542f77,Audio/1021931/phase1/1021931_66542f77.wav,Beijing,1021931,Langfang,read,unknown
1014243_b88e0a4d,Audio/1014243/phase1/1014243_b88e0a4d.wav,Beijing,1014243,Langfang,read,unknown
1024576_0661f368,Audio/1024576/phase1/1024576_0661f368.wav,Beijing,1024576,Langfang,read,unknown
1014128_9e6d5b41,Audio/1014128/phase1/1014128_9e6d5b41.wav,Beijing,1014128,Langfang,read,unknown
1020998_7af67678,Audio/1020998/phase1/1020998_7af67678.wav,Beijing,1020998,Langfang,read,unknown
1005515_1c35e36a,Audio/1005515/phase1/1005515_1c35e36a.wav,Beijing,1005515,Langfang,read,unknown
1001314_2a758af5,Audio/1001314/phase1/1001314_2a758af5.wav,Beijing,1001314,Langfang,read,unknown
1016533_e56c065d,Audio/1016533/phase1/1016533_e56c065d.wav,Beijing,1016533,Langfang,read,unknown
1014825_7f3587e7,Audio/1014825/phase1/1014825_7f3587e7.wav,Beijing,1014825,Langfang,read,unknown
1023350_859d43fd,Audio/1023350/phase1/1023350_859d43fd.wav,Beijing,1023350,Langfang,read,unknown
1026297_d4816454,Audio/1026297/phase1/1026297_d4816454.wav,Beijing,1026297,Langfang,read,unknown
1020667_9d3fd401,Audio/1020667/phase1/1020667_9d3fd401.wav,Beijing,1020667,Langfang,read,unknown
1029683_23c6eba4,Audio/1029683/phase1/1029683_23c6eba4.wav,Beijing,1029683,Langfang,read,unknown
1027677_73b1335b,Audio/1027677/phase1/1027677_73b1335b.wav,Beijing,1027677,Langfang,read,unknown
1020216_ab94738d,Audio/1020216/phase1/1020216_ab94738d.wav,Beijing,1020216,Langfang,read,unknown
1014128_2049dbb0,Audio/1014128/phase1/1014128_2049dbb0.wav,Beijing,1014128,Langfang,read,unknown
1005515_5e0d23b1,Audio/1005515/phase1/1005515_5e0d23b1.wav,Beijing,1005515,Langfang,read,unknown
1018070_d8c7d745,Audio/1018070/phase1/1018070_d8c7d745.wav,Beijing,1018070,Langfang,read,unknown
1020128_ec95cd20,Audio/1020128/phase1/1020128_ec95cd20.wav,Beijing,1020128,Langfang,read,unknown
1013481_76cae963,Audio/1013481/phase1/1013481_76cae963.wav,Beijing,1013481,Langfang,read,unknown
1025254_0b8fccc3,Audio/1025254/phase1/1025254_0b8fccc3.wav,Beijing,1025254,Langfang,read,unknown
1017022_136c2ae8,Audio/1017022/phase1/1017022_136c2ae8.wav,Beijing,1017022,Langfang,read,unknown
1026588_6520d3bc,Audio/1026588/phase1/1026588_6520d3bc.wav,Beijing,1026588,Langfang,read,unknown
1026204_90ea5a83,Audio/1026204/phase1/1026204_90ea5a83.wav,Beijing,1026204,Langfang,read,unknown
1025857_59f93229,Audio/1025857/phase1/1025857_59f93229.wav,Beijing,1025857,Langfang,read,unknown
1027529_096caa29,Audio/1027529/phase1/1027529_096caa29.wav,Beijing,1027529,Langfang,read,unknown
1007045_e1230600,Audio/1007045/phase1/1007045_e1230600.wav,Beijing,1007045,Langfang,read,unknown
1028714_d8131e5a,Audio/1028714/phase1/1028714_d8131e5a.wav,Beijing,1028714,Langfang,read,unknown
1024569_c9633021,Audio/1024569/phase1/1024569_c9633021.wav,Beijing,1024569,Langfang,read,unknown
1027529_e0fe9878,Audio/1027529/phase1/1027529_e0fe9878.wav,Beijing,1027529,Langfang,read,unknown
1017373_523437e1,Audio/1017373/phase1/1017373_523437e1.wav,Beijing,1017373,Langfang,read,unknown
1002434_288ad058,Audio/1002434/phase1/1002434_288ad058.wav,Beijing,1002434,Langfang,read,unknown
1024140_c094b6fb,Audio/1024140/phase1/1024140_c094b6fb.wav,Beijing,1024140,Langfang,read,unknown
1005278_87975e56,Audio/1005278/phase1/1005278_87975e56.wav,Beijing,1005278,Langfang,read,unknown
1020349_e47d18c1,Audio/1020349/phase1/1020349_e47d18c1.wav,Beijing,1020349,Langfang,read,unknown
1014049_40ec31e1,Audio/1014049/phase1/1014049_40ec31e1.wav,Beijing,1014049,Langfang,read,unknown
1023663_93c2c927,Audio/1023663/phase1/1023663_93c2c927.wav,Beijing,1023663,Langfang,read,unknown
1001352_628743a2,Audio/1001352/phase1/1001352_628743a2.wav,Beijing,1001352,Langfang,read,unknown
1000095_bbd7b0f5,Audio/1000095/phase1/1000095_bbd7b0f5.wav,Beijing,1000095,Langfang,read,unknown
1013265_2ab504d9,Audio/1013265/phase1/1013265_2ab504d9.wav,Beijing,1013265,Langfang,read,unknown
1004326_c7ee96c5,Audio/1004326/phase1/1004326_c7ee96c5.wav,Beijing,1004326,Langfang,read,unknown
1006898_7965373e,Audio/1006898/phase1/1006898_7965373e.wav,Beijing,1006898,Langfang,read,unknown
1002315_5994d2eb,Audio/1002315/phase1/1002315_5994d2eb.wav,Beijing,1002315,Langfang,read,unknown
1001544_f09b7f70,Audio/1001544/phase1/1001544_f09b7f70.wav,Beijing,1001544,Langfang,read,unknown
1016533_890a034d,Audio/1016533/phase1/1016533_890a034d.wav,Beijing,1016533,Langfang,read,unknown
1015978_bf2385ed,Audio/1015978/phase1/1015978_bf2385ed.wav,Beijing,1015978,Langfang,read,unknown
1005971_ef1225ad,Audio/1005971/phase1/1005971_ef1225ad.wav,Beijing,1005971,Langfang,read,unknown
1023663_8fe054e8,Audio/1023663/phase1/1023663_8fe054e8.wav,Beijing,1023663,Langfang,read,unknown
1001177_acc71143,Audio/1001177/phase1/1001177_acc71143.wav,Beijing,1001177,Langfang,read,unknown
1001554_5f12e81a,Audio/1001554/phase1/1001554_5f12e81a.wav,Beijing,1001554,Langfang,read,unknown
1024744_550fb512,Audio/1024744/phase1/1024744_550fb512.wav,Beijing,1024744,Langfang,read,unknown
1007195_8ccf5eb4,Audio/1007195/phase1/1007195_8ccf5eb4.wav,Beijing,1007195,Langfang,read,unknown
1010287_5b2957af,Audio/1010287/phase1/1010287_5b2957af.wav,Beijing,1010287,Langfang,read,unknown
1025578_5efaa29b,Audio/1025578/phase1/1025578_5efaa29b.wav,Beijing,1025578,Langfang,read,unknown
1002315_5edc6805,Audio/1002315/phase1/1002315_5edc6805.wav,Beijing,1002315,Langfang,read,unknown
1011885_d4b0f1f4,Audio/1011885/phase1/1011885_d4b0f1f4.wav,Beijing,1011885,Langfang,read,unknown
1016533_c553da94,Audio/1016533/phase1/1016533_c553da94.wav,Beijing,1016533,Langfang,read,unknown
1007195_48ead0a3,Audio/1007195/phase1/1007195_48ead0a3.wav,Beijing,1007195,Langfang,read,unknown
1024744_eba1dcf1,Audio/1024744/phase1/1024744_eba1dcf1.wav,Beijing,1024744,Langfang,read,unknown
1000095_d9044704,Audio/1000095/phase1/1000095_d9044704.wav,Beijing,1000095,Langfang,read,unknown
1028837_d0f5b9be,Audio/1028837/phase1/1028837_d0f5b9be.wav,Beijing,1028837,Langfang,read,unknown
1001177_481fd6b9,Audio/1001177/phase1/1001177_481fd6b9.wav,Beijing,1001177,Langfang,read,unknown
1028014_0d16ebaa,Audio/1028014/phase1/1028014_0d16ebaa.wav,Beijing,1028014,Langfang,read,unknown
1026204_eb0efec1,Audio/1026204/phase1/1026204_eb0efec1.wav,Beijing,1026204,Langfang,read,unknown
1013453_7e775e06,Audio/1013453/phase1/1013453_7e775e06.wav,Beijing,1013453,Langfang,read,unknown
1002434_7abc5163,Audio/1002434/phase1/1002434_7abc5163.wav,Beijing,1002434,Langfang,read,unknown
1004326_08251a14,Audio/1004326/phase1/1004326_08251a14.wav,Beijing,1004326,Langfang,read,unknown
1007195_29da71f9,Audio/1007195/phase1/1007195_29da71f9.wav,Beijing,1007195,Langfang,read,unknown
1010958_a60b095c,Audio/1010958/phase1/1010958_a60b095c.wav,Beijing,1010958,Langfang,read,unknown
1011881_966f1b55,Audio/1011881/phase1/1011881_966f1b55.wav,Beijing,1011881,Langfang,read,unknown
1026297_35566e62,Audio/1026297/phase1/1026297_35566e62.wav,Beijing,1026297,Langfang,read,unknown
1017171_021dfa4e,Audio/1017171/phase1/1017171_021dfa4e.wav,Beijing,1017171,Langfang,read,unknown
1010180_d98759f0,Audio/1010180/phase1/1010180_d98759f0.wav,Beijing,1010180,Langfang,read,unknown
1027677_83d66775,Audio/1027677/phase1/1027677_83d66775.wav,Beijing,1027677,Langfang,read,unknown
1001314_624f9e43,Audio/1001314/phase1/1001314_624f9e43.wav,Beijing,1001314,Langfang,read,unknown
1001544_6da45926,Audio/1001544/phase1/1001544_6da45926.wav,Beijing,1001544,Langfang,read,unknown
1004394_687c7e8c,Audio/1004394/phase1/1004394_687c7e8c.wav,Beijing,1004394,Langfang,read,unknown
1023350_47e7bd52,Audio/1023350/phase1/1023350_47e7bd52.wav,Beijing,1023350,Langfang,read,unknown
1013481_bba79c32,Audio/1013481/phase1/1013481_bba79c32.wav,Beijing,1013481,Langfang,read,unknown
1020216_774b257f,Audio/1020216/phase1/1020216_774b257f.wav,Beijing,1020216,Langfang,read,unknown
1001352_638003d4,Audio/1001352/phase1/1001352_638003d4.wav,Beijing,1001352,Langfang,read,unknown
1006898_acc3a2f4,Audio/1006898/phase1/1006898_acc3a2f4.wav,Beijing,1006898,Langfang,read,unknown
1010844_d08b3813,Audio/1010844/phase1/1010844_d08b3813.wav,Beijing,1010844,Langfang,read,unknown
1014825_88b969d1,Audio/1014825/phase1/1014825_88b969d1.wav,Beijing,1014825,Langfang,read,unknown
1012295_7f93cd3e,Audio/1012295/phase1/1012295_7f93cd3e.wav,Beijing,1012295,Langfang,read,unknown
1023663_214e3181,Audio/1023663/phase1/1023663_214e3181.wav,Beijing,1023663,Langfang,read,unknown
1007704_898b4dc1,Audio/1007704/phase1/1007704_898b4dc1.wav,Beijing,1007704,Langfang,read,unknown
1020998_abbd51a5,Audio/1020998/phase1/1020998_abbd51a5.wav,Beijing,1020998,Langfang,read,unknown
1015311_ee590642,Audio/1015311/phase1/1015311_ee590642.wav,Beijing,1015311,Langfang,read,unknown
1021954_31271bc3,Audio/1021954/phase1/1021954_31271bc3.wav,Beijing,1021954,Langfang,read,unknown
1020899_2302f1f6,Audio/1020899/phase1/1020899_2302f1f6.wav,Beijing,1020899,Langfang,read,unknown
1000639_927f504a,Audio/1000639/phase1/1000639_927f504a.wav,Beijing,1000639,Langfang,read,unknown
1007137_6762c8d2,Audio/1007137/phase1/1007137_6762c8d2.wav,Beijing,1007137,Langfang,read,unknown
1013453_4906d9e7,Audio/1013453/phase1/1013453_4906d9e7.wav,Beijing,1013453,Langfang,read,unknown
1004081_2b02b20b,Audio/1004081/phase1/1004081_2b02b20b.wav,Beijing,1004081,Langfang,read,unknown
1017378_7133a0af,Audio/1017378/phase1/1017378_7133a0af.wav,Beijing,1017378,Langfang,read,unknown
1009147_059d6561,Audio/1009147/phase1/1009147_059d6561.wav,Beijing,1009147,Langfang,read,unknown
1016649_8f3ed055,Audio/1016649/phase1/1016649_8f3ed055.wav,Beijing,1016649,Langfang,read,unknown
1028714_162c143b,Audio/1028714/phase1/1028714_162c143b.wav,Beijing,1028714,Langfang,read,unknown
1001177_ddfc1689,Audio/1001177/phase1/1001177_ddfc1689.wav,Beijing,1001177,Langfang,read,unknown
1020349_2799d98a,Audio/1020349/phase1/1020349_2799d98a.wav,Beijing,1020349,Langfang,read,unknown
1009147_72ee65cf,Audio/1009147/phase1/1009147_72ee65cf.wav,Beijing,1009147,Langfang,read,unknown
1008867_68cc0b89,Audio/1008867/phase1/1008867_68cc0b89.wav,Beijing,1008867,Langfang,read,unknown
1005278_c779039a,Audio/1005278/phase1/1005278_c779039a.wav,Beijing,1005278,Langfang,read,unknown
1020667_3a816d72,Audio/1020667/phase1/1020667_3a816d72.wav,Beijing,1020667,Langfang,read,unknown
1001544_3bd06af5,Audio/1001544/phase1/1001544_3bd06af5.wav,Beijing,1001544,Langfang,read,unknown
1024569_20ead2a4,Audio/1024569/phase1/1024569_20ead2a4.wav,Beijing,1024569,Langfang,read,unknown
1023663_9237e655,Audio/1023663/phase1/1023663_9237e655.wav,Beijing,1023663,Langfang,read,unknown
1027529_7a323ce2,Audio/1027529/phase1/1027529_7a323ce2.wav,Beijing,1027529,Langfang,read,unknown
1006898_b04ceb0c,Audio/1006898/phase1/1006898_b04ceb0c.wav,Beijing,1006898,Langfang,read,unknown
1023350_05544123,Audio/1023350/phase1/1023350_05544123.wav,Beijing,1023350,Langfang,read,unknown
1001339_81be4587,Audio/1001339/phase1/1001339_81be4587.wav,Beijing,1001339,Langfang,read,unknown
1009699_1503ae82,Audio/1009699/phase1/1009699_1503ae82.wav,Beijing,1009699,Langfang,read,unknown
1022330_6604443d,Audio/1022330/phase1/1022330_6604443d.wav,Beijing,1022330,Langfang,read,unknown
1000095_3d5d357a,Audio/1000095/phase1/1000095_3d5d357a.wav,Beijing,1000095,Langfang,read,unknown
1027677_42e58c05,Audio/1027677/phase1/1027677_42e58c05.wav,Beijing,1027677,Langfang,read,unknown
1012586_09715e06,Audio/1012586/phase1/1012586_09715e06.wav,Beijing,1012586,Langfang,read,unknown
1001314_cdaa4995,Audio/1001314/phase1/1001314_cdaa4995.wav,Beijing,1001314,Langfang,read,unknown
1023663_b063e1e0,Audio/1023663/phase1/1023663_b063e1e0.wav,Beijing,1023663,Langfang,read,unknown
1023350_78a91299,Audio/1023350/phase1/1023350_78a91299.wav,Beijing,1023350,Langfang,read,unknown
1025108_3c7599a3,Audio/1025108/phase1/1025108_3c7599a3.wav,Beijing,1025108,Langfang,read,unknown
1004443_1da6e3ba,Audio/1004443/phase1/1004443_1da6e3ba.wav,Beijing,1004443,Langfang,read,unknown
1024912_6083d873,Audio/1024912/phase1/1024912_6083d873.wav,Beijing,1024912,Langfang,read,unknown
1013481_0f42011c,Audio/1013481/phase1/1013481_0f42011c.wav,Beijing,1013481,Langfang,read,unknown
1002585_0fecb256,Audio/1002585/phase1/1002585_0fecb256.wav,Beijing,1002585,Chaoyang,read,unknown
1012349_0ac095b7,Audio/1012349/phase1/1012349_0ac095b7.wav,Beijing,1012349,Chaoyang,read,unknown
1004406_e0a10b40,Audio/1004406/phase1/1004406_e0a10b40.wav,Beijing,1004406,Chaoyang,read,unknown
1010624_b2a214ab,Audio/1010624/phase1/1010624_b2a214ab.wav,Beijing,1010624,Chaoyang,read,unknown
1004406_cf48180d,Audio/1004406/phase1/1004406_cf48180d.wav,Beijing,1004406,Chaoyang,read,unknown
1013907_a05410ac,Audio/1013907/phase1/1013907_a05410ac.wav,Beijing,1013907,Chaoyang,read,unknown
1012386_fcbdb0d1,Audio/1012386/phase1/1012386_fcbdb0d1.wav,Beijing,1012386,Chaoyang,read,unknown
1012349_548bbffd,Audio/1012349/phase1/1012349_548bbffd.wav,Beijing,1012349,Chaoyang,read,unknown
1014202_92ba6c5f,Audio/1014202/phase1/1014202_92ba6c5f.wav,Beijing,1014202,Chaoyang,read,unknown
1012386_f838369e,Audio/1012386/phase1/1012386_f838369e.wav,Beijing,1012386,Chaoyang,read,unknown
1018511_0e80d182,Audio/1018511/phase1/1018511_0e80d182.wav,Beijing,1018511,Chaoyang,read,unknown
1029510_4923d54d,Audio/1029510/phase1/1029510_4923d54d.wav,Beijing,1029510,Chaoyang,read,unknown
1012386_bfc3a2a5,Audio/1012386/phase1/1012386_bfc3a2a5.wav,Beijing,1012386,Chaoyang,read,unknown
1003900_ffda761f,Audio/1003900/phase1/1003900_ffda761f.wav,Beijing,1003900,Chaoyang,read,unknown
1003379_68af57f6,Audio/1003379/phase1/1003379_68af57f6.wav,Beijing,1003379,Chaoyang,read,unknown
1004406_26445ada,Audio/1004406/phase1/1004406_26445ada.wav,Beijing,1004406,Chaoyang,read,unknown
1004552_b0597672,Audio/1004552/phase1/1004552_b0597672.wav,Beijing,1004552,Chaoyang,read,unknown
1013907_4fddfcc2,Audio/1013907/phase1/1013907_4fddfcc2.wav,Beijing,1013907,Chaoyang,read,unknown
1012349_0001d6b6,Audio/1012349/phase1/1012349_0001d6b6.wav,Beijing,1012349,Chaoyang,read,unknown
1004552_d92d0a00,Audio/1004552/phase1/1004552_d92d0a00.wav,Beijing,1004552,Chaoyang,read,unknown
1017919_e84c1ada,Audio/1017919/phase1/1017919_e84c1ada.wav,Beijing,1017919,Chaoyang,read,unknown
1004552_256918dd,Audio/1004552/phase1/1004552_256918dd.wav,Beijing,1004552,Chaoyang,read,unknown
1003226_fe9892f2,Audio/1003226/phase1/1003226_fe9892f2.wav,Beijing,1003226,Chaoyang,read,unknown
1012386_1fbd28ff,Audio/1012386/phase1/1012386_1fbd28ff.wav,Beijing,1012386,Chaoyang,read,unknown
1008533_c0209982,Audio/1008533/phase1/1008533_c0209982.wav,Beijing,1008533,Chaoyang,read,unknown
